title,abstract,doi
Synthetic Full Waveform Acoustic Logs In Cased Boreholes,"A general expression is derived for the dispersion relations and the impulse response of a radially layered borehole. The model geometry consists of a central fluid cylinder surrounded by an arbitrary number of solid annuli. A Thomson‐Haskell type propagator matrix is used to relate stresses and displacements across the layers. Although the model is completely general, the geometries considered here are restricted to those of a cased hole. Layers of steel, cement, and formation surround the innermost fluid layer. Synthetic microseismograms containing all body and interface waves are calculated for a variety of model parameters. Formation body wave arrivals are relatively unaffected by the presence of a casing. They may, however, be hard to identify cement velocities are close to or larger than those of the formation. The Stoneley and pseudo‐Rayleigh wave arrivals are strongly influenced by the casing parameters. They respond to the combined effects of the steel, the cement, and the formation.",10.1190/1.1441720
Denoising Multicomponent Csem Data With Equivalent Source Processing Techniques,"Frequency-domain controlled-source electromagnetic surveys can be negatively affected by near-surface geologic features, resulting in static shifts in the observed electric field amplitude data. We propose using an equivalent source method to denoise electric field data from frequency-domain controlled-source electromagnetic (CSEM) surveys. The equivalent source method can either be applied individually to data from each measured frequency or simultaneously to data from all frequencies measured. We demonstrate the effectiveness of the method by denoising an individual synthetic CSEM survey with data contaminated with noise from near-surface conductive bodies, as well as a synthetic time-lapse survey representing resistivity changes in a target due to, for instance, CO2 sequestration. We also apply the equivalent source method to denoise a set of controlled-source audio-magnetotelluric data affected by static shift from a field survey in western China.",10.1190/geo2012-0226.1
Phase Offset Indicator (Poi): A Study Of Phase Shift Versus Offset And Fluid Content,"There is limited published experimental and theoretical work related to offset‐dependent reflection and phase changes at the interface between porous media. An appropriate relationship between seismic parameters and phase shift has not been well‐established. This investigation measures variations of phase for nonnormal incidence reflection as a function of frequency at the interface of a horizontally layered porous (perforated) medium, using a two‐dimensional Plexiglas model. In both parts of this study, phase‐matched filters (PMF) are used to analyze the data. Phase‐matched filters previously have been applied to digital records of Rayleigh waves and Love waves. The purpose of the first part of the study is to demonstrate application of the PMF process to reflected compressional waves and to use this technique in discriminating multiples from primaries. By using this linear process, the complex spectrum of the primary signal can be recovered from the multiple arrivals. The reduction of reflected compressional pulse wavelets to a zero‐phase wavelet provided a tool to examine the change in phase (and amplitude) as the wave travels through a lossy medium. The second part of the study deals with the relationship of phase shift Δϕ at an interface of a horizontally layered porous medium, as a function of fluid content, angle of incidence (offset), and frequency. The result indicates that, at midband frequency of 60 kHz, an air‐ (gas‐) saturated medium would cause a large increase in Δϕ with offset, whereas a water‐saturated medium would show less change in Δϕ with offset. The phase shift‐versus‐offset response for oil is assumed to be intermediate between the responses for gas and water.",10.1190/1.1442121
"The Analytic Wavelet Transform With Generalized Morse Wavelets To Detect Fluvial Channels In The Bohai Bay Basin, China","The Middle Miocene Minghuazhen Formation of the Bohai Bay Basin is dominated by fluvial channels and shallow-lacustrine deltaic systems. These depositional facies, along with complex postdepositional faulting, make it difficult to detect fluvial channels. As a useful seismic attribute to solve this problem in the Bohai Bay Basin, spectral decomposition of 3D seismic data can provide significant information to understand the subsurface fluvial channels. The analytic wavelet transform (AWT) is a promising approach for implementing spectral decomposition to provide a detailed time-frequency representation. In particular, by varying two parameters (beta and gamma) controlling the wavelet forms, the generalized Morse wavelets (GMWs) can be given a broad range of characteristics while remaining exactly analytic. To detect fluvial channels with thickness around and lower than the tuning thickness, we have proposed a suitable (beta = 1 and gamma = 3) pair of parameters for GMWs because such an exactly analytic Morse wavelet substantially outperforms the approximately analytic Morlet wavelet for high time localization. We have applied the AWT with a GMW (beta = 1 and gamma = 3) to 3D seismic data in the Lower Minghuazhen Formation, Bohai Bay Basin, China. The stratal slicing of spectral decomposition volumes at depositional cycle 2 of the Lower Minghuazhen Formation shows its potential for channel interpretation and the optimization of well patterns.",10.1190/geo2015-0396.1
A New Misfit Function For Multimodal Inversion Of Surface Waves,"Higher-mode contribution is important in surface-wave inversion because it allows more information to be exploited, increases investigation depth, and improves model resolution. A new misfit function for multimodal inversion of surface waves, based on the Haskell-Thomson matrix method, allows higher modes to be taken into account without the need to associate experimental data points to a specific mode, thus avoiding mode-misidentification errors in the retrieved velocity profiles. Computing cost is reduced by avoiding the need for calculating synthetic apparent or modal dispersion curves. Based on several synthetic and real examples with inversion results from the classical and the proposed methods, we find that correct velocity models can be retrieved through the multimodal inversion when higher modes are superimposed in the apparent dispersion-curve or when it is not trivial to determine a priori to which mode each data point of the experimental dispersion curve belongs. The main drawback of the method is related to the presence of several local minima in the misfit function. This feature makes the choice of a consistent initial model very important.",10.1190/1.3436539
Laser-Scan And Gravity Joint Investigation For Subsurface Cavity Exploration — The Grotta Gigante Benchmark,"We have studied a big karstic cave (Grotta Gigante) in northern Italy using an innovative combination of laser-scan and gravity data. We aimed to forward model the gravity anomaly due to the cavity, verify its compatibility with the Bouguer field, and identify the eventual presence of other sources of gravity anomalies. A sensitivity study was performed preliminarily to assess the minimum size of bodies that could be detected by the gravity surveys. The 3D density model of the Grotta Gigante was constructed using as a geometric constraint the laser-scan data set, which mapped the internal morphologies of the cave, and density measurements on collected rock samples. The laser point cloud was reduced in data density, filtered from the outliers, and subdivided into two surfaces representing the vault and the floor of the cave, to correctly define the prism model. Then, a mean density value, obtained from laboratory measurements, was assigned to the prisms. We computed the gravity effect of the model in the same points at which the gravity field had been measured. Excellent correlation was found for the cavity; some gravity anomalies were revealed in the surrounding area of the Grotta Gigante that could be effected by other underground karstic morphologies. We attempted to estimate the probable size and depth of the causative bodies, compatible with the geologic environment. This site testified to the goodness of gravity methods for the exploration of such structures, that is, particularly important for risk assessment in a karstic area. The cave itself, the biggest tourist cave worldwide, represents an upper limit for expected gravity signals. The combination of exact knowledge of the causative body and the related gravity anomalies composed a unique data set (that we released to the public, as a benchmark), useful for testing inversion and forward model gravity algorithms.",10.1190/geo2014-0601.1
Electromagnetic Methods For Mapping Shallow Permafrost,"Two electromagnetic techniques, radiohm and magnetic induction, were evaluated for their ability to delineate and measure the thickness of shallow permafrost. Radiohm instruments in the VLF (15–30 kHz) and LF (200–400 kHz) band, and a magnetic induction instrument using horizontal coplanar coils, separated by a distance of 3.66 m and operating at a frequency of 39.2 kHz, were tested. Along test sites in the Mackenzie Valley, N.W.T. and in northern Alberta, boreholes were placed to verify the interpretation of the geophysical data. The results showed that both LF and the magnetic induction instrument accurately delineated permafrost. The effective depth of exploration of VLF radiation was, in general, too large for delineating boundaries of shallow permafrost. The resistivity layering over permafrost in the winter could be represented by a two‐layer model for computing the thickness of frozen ground.",10.1190/1.1440853
Fresnel Volume Migration Of Multicomponent Data,"If the aperture of a seismic reflection experiment is strongly limited, Kirchhoff migration suffers from strong artifacts attributable to incomplete summation. This can be overcome by restricting the migration operator to the region that physically contributes to a reflection event. Examples of such limited-aperture experiments include data acquisition in boreholes, tunnels, and mines. We present an extension to three-component (3C) Kirchhoff prestack depth migration, where the migration operator is restricted to the Fresnel volume of the specular reflected raypath. We use the measured polarization direction at a 3C receiver to determine points of specular reflection. In homogeneous media, the polarization angle of 3C data can be used directly to decide whether a certain image point belongs to the Fresnel volume of a specular reflection. In heterogeneous media, the Fresnel volume around an image point is approximated by means of paraxial ray tracing. The method is tested on a synthetic vertical seismic profiling experiment with strongly limited aperture. Migration artifacts and crosstalk effects from converted waves are strongly reduced compared with standard migration schemes. The method is successfully applied to seismic data acquired in a tunnel.",10.1190/1.2127114
Time‐Lapse Inversion Of Crosswell Radar Data,"The combination of differential radar tomography with conventional tracer and/or hydraulic tests facilitates high‐resolution characterization of subsurface heterogeneity and enables the identification of preferential flow paths. In dynamic imaging, each tomogram is typically inverted independently, under the assumption that data sets are collected quickly relative to changes in the imaged property (e.g., attenuation or velocity); however, such ""snapshot"" tomograms may contain large errors if the imaged property changes significantly during data collection. Acquisition of less data over a shorter time interval could ameliorate the problem, but the resulting decrease in ray density and angular coverage could degrade model resolution. To address these problems, we propose a new sequential approach for time‐lapse tomographic inversion. The method uses space‐time parameterization and regularization to combine data collected at multiple times and to account for temporal variation. The inverse algorithm minimizes the sum of weighted squared residuals and a measure of solution complexity based on an a priori space‐time covariance function and a spatiotemporally variable mean. We demonstrate our approach using a synthetic 2‐D time‐lapse (x,z,t) data set based loosely on a field experiment in which difference‐attenuation radar tomography was used to monitor the migration of a saline tracer in fractured rock. We quantitatively show the benefits of space‐time inversion by comparing results for snapshot and time‐lapse inversion schemes. Inversion over both space and time results in superior estimation error, model resolution, and data reproduction compared to conventional snapshot inversion. Finally, we suggest strategies to improve time‐lapse cross‐hole inversions using ray‐based inversion constraints and a modified survey design in which different sets of rays are collected in alternating time steps.",10.1190/1.1527075
Rayleigh‐Wave Motion In An Elastic Half‐Space,"Measurements made on Rayleigh waves below the surface of a simulated elastic half‐space confirm in detail the behavior predicted by theory. These measurements, made by means of a two‐dimensional seismic model, show that the amplitude of the Rayleigh wave falls off rapidly with increasing depth.",10.1190/1.1439550
A Method Of Determining A Preferred P‐Wave Velocity Profile In A Borehole Using Surface Explosions,"The interpretation of seismic velocity variations in crystalline rocks in terms of fracture parameters requires velocity measurements with errors no greater than 1–2 percent. To achieve optimum resolution, we have devised a method of calculating P velocity‐depth profiles from crystal‐cable well surveys that makes maximum use of the data redundancy. Relative time corrections are computed iteratively for the entire set of shots using the overlapping portions of the hydrophone array between consecutive shots. From the resulting travel time versus distance curve, a family of possible velocity solutions is obtained for data windows of various lengths using Bolt's modification of the method of summary values devised by Jeffreys. Trade‐off curves between the number of data points in the window and the variance of the velocity estimates are then drawn for different regions of the velocity profile. This enables a preferred solution to be constructed for each section of the velocity profile. The preferred velocity‐depth curve for a region of a gneiss‐monzonite rock body at depths between 25 and 254 m shows minima that correlate with the positions of major fractures or high concentrations of fractures inferred from optical examination of core samples, laboratory measurement of velocities, and tube wave studies.",10.1190/1.1441719
Fundamentals Of Electromagnetic Methodology,"The development of electromagnetic prospecting instruments has progressed rapidly in the last decade, particularly in Canada and Sweden. The introduction of miniaturized electronic circuits has permitted the construction of highly portable, sophisticated instruments. Consequently there is a large number of portable and installed EM units in current use all over the world.",10.1190/1.1439800
Estimation Of Fracture Parameters From Reflection Seismic Data—Part I: Hti Model Due To A Single Fracture Set,"The simplest effective model of a formation containing a single fracture system is transversely isotropic with a horizontal symmetry axis (HTI). Reflection seismic signatures in HTI media, such as NMO velocity and amplitude variation with offset (AVO) gradient, can be conveniently described by the Thomsen‐type anisotropic parameters ε(V), δ(V), and γ(V). Here, we use the linear slip theory of Schoenberg and co‐workers and the models developed by Hudson and Thomsen for pennyshaped cracks to relate the anisotropic parameters to the physical properties of the fracture network and to devise fracture characterization procedures based on surface seismic measurements. Concise expressions for ε(V), δ(V), and γ(V) linearized in the crack density, show a substantial difference between the values of the anisotropic parameters for isolated fluid‐filled and dry (gas‐filled) penny‐sh aped cracks. While the dry‐crack model is close to elliptical with  ε(V)≈δ(V), for thin fluid‐filled cracks ε(V);≈0 and the absolute value of δ(V) for typical VS/VP, ratios in the background is close to the crack density. The parameters ε(V) and δ(V) for models with partial saturation or hydraulically connected cracks and pores always lie between the values for dry and isolated fluid‐filled cracks. We also demonstrate that all possible pairs of ε(V) and δ(V) occupy a relatively narrow triangular area in the [ε(V), δ(V)]-plane, which can be used to identify the fracture‐induced HTI model from seismic data. The parameter δ(V), along with the fracture orientation, can be obtained from the P-wave NMO ellipse for a horizontal reflector. Given δ(V), the NMO velocity of a dipping event or nonhyperbolic moveout can be inverted for ε(V). The remaining anisotropic coefficient, γ(V), can be determined from the constraint on the parameters of vertically fractured HTI media if an estimate of the VS/VP, ratio is available. Alternatively, it is possible to find γ(V) by combining the NMO ellipse for horizontal events with the azimuthal variation of the P-wave AVO gradient. Also, we present a concise approximation for the AVO gradient of converted (PS) modes and show that all three relevant anisotropic coefficients of HTI media can be determined by the joint inversion of the AVO gradients or NMO velocities of P- and PS-waves. For purposes of evaluating the properties of the fractures, it is convenient to recalculate the anisotropic coefficients into the normal (ΔN) and tangential (ΔT) weaknesses of the fracture system. If the HTI model results from penny‐shaped cracks, ΔT gives a direct estimate of the crack density and the ratio ΔN/ΔT is a sensitive indicator of fluid saturation. However, while there is a substantial difference between the values of ΔN/ΔT for isolated fluid‐filled cracks and dry cracks, interpretation of intermediate values of ΔN/ΔT for porous rocks requires accounting for the hydraulic interaction between cracks and pores.",10.1190/1.1444863
Quantitative Estimation Of Intrinsic Induced Polarization And Superparamagnetic Parameters From Airborne Electromagnetic Data,"The primary aim of my research is to improve the characterization of induced polarization (IP) responses in airborne electromagnetic (AEM) survey data. The principal objectives are to test alternative methodologies for quantitative modeling and inversion to extract the spatial variation of IP parameters using the inductively thin-sheet model. The methods tested first fit, by nonnegative least squares, an AEM decay to the early delay time data, using thin-sheet basis functions. This modeled AEM decay is assumed to represent the IP source. It is then convolved with a few Cole-Cole models spanning the range of parameter sensitivity to get IP basis functions appropriate for the AEM excitation. Method 1 fits a linear sum of several AEM basis functions plus one IP basis function at a time and chooses the model with least-fitting error at late delay times. Method 2 fits a linear sum of several IP and several AEM basis functions. Both methods fit IP affected airborne data well, with normalized fitting errors being reduced by a significant factor when IP affects the data and is taken into account. Using penalty weights, superparamagnetic (SPM) effects can be simultaneously estimated in the fitting process. Without such weighting, SPM and IP parameter estimations are unstable. Cole-Cole models predict that the sensitivity of inductive airborne IP collected at 25 or 30 Hz base frequency indicates little overlap with galvanic ground IP collected with a 0.125 Hz waveform. Many easy IP sulfide targets with IP physical properties determined by ground surveys are predicted not to have a detectable airborne IP response. Clays, however, are predicted to have a small detectable background response that for airborne data would not be well-fitted by a single Cole-Cole response.",10.1190/geo2016-0110.1
The Multicoil Ii Airborne Electromagnetic System,"A helicopter‐towed electromagnetic (EM) system has been developed with two orthogonal transmitter coils. Units currently in service have either two or three orthogonal receiver coils. The associated software yields in‐phase and quadrature channels which are generally free of the conductive response of overburden and of the magnetic induction response of magnetite. These geologic noise sources can mask the response of bedrock conductors for all previously developed airborne EM (AEM) systems. The new technique involves energizing conductors with two orthogonal transmitter coils, both operating at approximately the same frequency (e.g., 900 Hz). The subtracting of the secondary field components of one maximum‐coupled coil pair from the other yields in‐phase and quadrature difference channels. These channels may contain as much as an order‐of‐magnitude increase in the signal/noise (S/N) ratio for bedrock conductors in a geologically noisy environment. The new system can also indicate whether a steeply dipping conductor is thin (e.g., width less than 3 m) or thick (greater than 10 m). The thickness parameter provides a new criterion for conductor sorting, complementing the usual parameters of conductance and strike‐length. The geophysical data are digitally recorded, and the profile records and maps are plotted by computer. The traces include the basic recorded data, the EM difference channels, a channel of resistivity, and a channel of conductance. The conductance channel essentially is an automatic anomaly selector calibrated in mhos. The usual application of the system is for metallic mineral prospecting. However, the system has also been used for sand and gravel detection using two well separated frequencies. For such applications, apparent resistivities are computed for each frequency and are displayed as channels on the profile record and as contour maps.",10.1190/1.1441013
Spectra Of Water Reverberations For Primary And Multiple Reflections,"A theoretical study shows that passage of a seismic event through the water‐layer filter imposes amplitude characteristics on the resultant reverberating event which are independent of whether the event is a primary reflection or a multiple reflection. The phase characteristics of each order of event are, however, different. It is also shown that the reverberating sequence from a multiple reflection can be ""whitened"" by deconvolution but will still exhibit ringing. This phenomenon explains why some marine data, containing dominantly multiple reflections, are not amenable to deringing using standard deconvolution approaches. In addition, a quick method of obtaining the approximate reflection coefficient of the sea floor is derived.",10.1190/1.1440300
"Mapping Plate Boundaries Using Tem Method Along The Longitudinal Valley, Taiwan","The transient electromagnetic (TEM) method was used to map plate boundaries in the Longitudinal Valley (LV), Taiwan. The SIROTEM in‐loop configuration with square transmitting loops 90 to 200 m on a side were used for this survey. More than 350 soundings were conducted in the valley. The field data were inverted by a smooth model inversion, and the soundings resolved more than 300 m beneath the LV. A set of geoelectric maps containing horizontal slices at different depths and vertical profiles from north to south along the LV have been constructed based on these inversion results. Based on the TEM sounding results, one predominant electrical discontinuity can be recognized in the LV that agrees well with the known suture trace on the surface between the Philippine Sea and the Eurasian plates. Moreover, the fact that the sedimentation trend thickened southward in the LV supports the geologic viewpoint that the LV is undergoing severe compression‐closure action; the northern part of the valley seems to have been closed already, whereas the southern part has not.",10.1190/1.1444397
Prestack Migration By Split‐Step Dsr,"The double‐square‐root (DSR) prestack migration equation, though defined for depth variable velocity, can be used to image media with strong velocity variations using a phase‐shift plus interpolation (PSPI) or split‐step correction. The split‐step method is based on applying a phase‐shift correction to the extrapolated wavefield—a correction that attempts to compensate for the lateral velocity variations. I show how to extend DSR prestack migration to lateral velocity media and exemplify the method by applying the new algorithm to the Marmousi data set. The split‐step DSR migration is very fast and offers excellent imaging results.",10.1190/1.1444065
3D Interpolation Of Irregular Data With A Pocs Algorithm,"Seismic surveys generally have irregular areas where data cannot be acquired. These data should often be interpolated. A projection onto convex sets (POCS) algorithm using Fourier transforms allows interpolation of irregularly populated grids of seismic data with a simple iterative method that produces high-quality results. The original 2D image restoration method, the Gerchberg-Saxton algorithm, is extended easily to higher dimensions, and the 3D version of the process used here produces much better interpolations than typical 2D methods. The only parameter that makes a substantial difference in the results is the number of iterations used, and this number can be overestimated without degrading the quality of the results. This simplicity is a significant advantage because it relieves the user of extensive parameter testing. Although the cost of the algorithm is several times the cost of typical 2D methods, the method is easily parallelized and still completely practical.",10.1190/1.2356088
Stable Inversion Of Gravity Anomalies Of Sedimentary Basins With Nonsmooth Basement Reliefs And Arbitrary Density Contrast Variations,"We present a new, stable method for interpreting the basement relief of a sedimentary basin which delineates sharp discontinuities in the basement relief and incorporates any law known a priori for the spatial variation of the density contrast. The subsurface region containing the basin is discretized into a grid of juxtaposed elementary prisms whose density contrasts are the parameters to be estimated. Any vertical line must intersect the basement relief only once, and the mass deficiency must be concentrated near the earth's surface, subject to the observed gravity anomaly being fitted within the experimental errors. In addition, upper and lower bounds on the density contrast of each prism are introduced a priori (one of the bounds being zero), and the method assigns to each elementary prism a density contrast which is close to either bound. The basement relief is therefore delineated by the contact between the prisms with null and nonnull estimated density contrasts, the latter occupying the upper part of the discretized region. The method is stabilized by introducing constraints favoring solutions having the attributes (shared by most sedimentary basins) of being an isolated compact source with lateral borders dipping either vertically or toward the basin center and having horizontal dimensions much greater than its largest vertical dimension. Arbitrary laws of spatial variations of the density contrast, if known a priori, may be incorporated into the problem by assigning suitable values to the nonnull bound of each prism. The proposed method differs from previous stable methods by using no smoothness constraint on the interface to be estimated. As a result, it may be applied not only to intracratonic sag basins where the basement relief is essentially smooth but also to rift basins whose basements present discontinuities caused by faults. The method's utility in mapping such basements was demonstrated in tests using synthetic data produced by simulated rift basins. The method mapped with good precision a sequence of step faults which are close to each other and present small vertical slips, a feature particularly difficult to detect from gravity data only. The method was also able to map isolated discontinuities with large vertical throw. The method was applied to the gravity data from Reco⁁ncavo basin, Brazil. The results showed close agreement with known geological structures of the basin. It also demonstrated the method's ability to map a sequence of alternating terraces and structural lows that could not be detected just by inspecting the gravity anomaly. To demostrate the method's flexibility in incorporating any a priori knowledge about the density contrast variation, it was applied to the Bouguer anomaly over the San Jacinto Graben, California. Two different exponential laws for the decrease of density contrast with depth were used, leading to estimated maximum depths between 2.2 and 2.4 km.",10.1190/1.1444585
A Comparison Of The Correlation Structure In Gpr Images Of Deltaic And Barrier‐Spit Depositional Environments,"We have used geostatistical analysis of radar reflections to quantify the correlation structures found in 2-D ground‐penetrating radar (GPR) images. We find that the experimental semivariogram, the product of the geostatistical analysis of the GPR data, is well‐defined and can be modeled using standard geostatistical models to obtain an estimate of the range or correlation length, and the maximum correlation direction, in the 2-D GPR image. When we compare the results from geostatistical analysis of GPR data from selected deltaic and barrier‐spit depositional environments we find different correlation structures in GPR images from different depositional environments. GPR images from braid deltas have near‐horizontal correlation directions and correlation lengths on the order of a few meters. In contrast, the GPR image of a fan‐foreset delta has a very long (24 m) correlation length and a maximum correlation direction plunging 20°. In the GPR images from barrier spits, we find maximum correlation directions that are horizontal or plunging a few degrees. The correlation lengths range from 7 to 43 m, depending on the orientation of the GPR image relative to spit end growth, and on the specific radar facies that is analyzed.",10.1190/1.1444807
Propagation Of A Pulse In A Fluid Sphere,"The exact solution obtained in a previous paper for the motion of a uniform compressible fluid sphere due to a pressure pulse from a point source situated below the surface is applied to a source at a distance of one‐eighth of the radius below the surface. Taking the sphere as a simplified model of the earth, this corresponds to a source at a depth of about 800 km, which is not far from the depth of a deep‐focus earthquake. The time variation of pressure due to the source is represented by the difference between two step functions with rounded shoulders. The surface velocity due to sources of different durations has been evaluated for eight angular distances. The solution exhibits step function type and ""logarithmic"" reftected pulses, which one would anticipate from the ""steepest descents"" analysis of Jeffreys and Lapwood. In addition, the solution reveals single diffracted pulses and groups of diffracted pulses which have no counterpart in ray theory. When geometrical optics allows a ray to appear only after a minimum range θ0 from the epicenter, the complete wave‐theoretical solution shows that these pulses show up earlier in the forbidden zones. Similarly, in the case where the geometrical optics predicts that a certain ray should appear only for ranges θθ0, and should not appear for θθ0, the wave‐theoretic solution shows that such a ray does appear, by diffraction, for some range of θθ0. Arrival times of the diffracted pulses of the first group increase with increasing θ, while for the second group they decrease with θ.",10.1190/1.1439358
Multicomponent Seismology—The Next Wave,"Multicomponent seismology requires recording of seismic data with three‐ and sometimes four‐component receivers. The three components measure displacement of the ground, usually in two horizontal and one vertical directions. The fourth component is a measurement of pressure, which is used in sea‐bottom surveys. Measuring three components of ground displacement enables the recording of compressional (P) and shear (S) waves which represent the full complement of ""body"" waves in seismology. Earthquake seismologists have been using the full complement for years to interpret the structure of our living planet; however, exploration seismologists have been slow to bring multicomponent seismology to the forefront of their measurement system. This is finally changing. Thanks to new seismic acquisition recording systems, it is now feasible to economically record multicomponent seismic data in both land and marine (sea‐bottom) settings. In the future, all land or sea‐bottom seismic data will be recorded by multicomponent technology, thereby bringing us the next wave of exploration geophysics as we begin to ""see the unseen.""",10.1190/1.1444920
Numerical Analysis Of The Azimuth Moveout Operator For Vertically Inhomogeneous Media,"The azimuth‐moveout (AMO) operator, unlike the dip‐moveout (DMO) operator, has a 3D structure in homogeneous isotropic media, with an out‐of‐plane (crossline) component. In general, this component is concave downward, giving the operator an overall skewed‐saddle shape. The AMO operator, necessary for azimuth correction only, is typically smaller in size than conventional DMO operators, which corresponds to purely offset correction to zero offset. When velocity varies vertically, the operator shape changes depending on the degree of velocity variation. The general shape of the operator, however, remains saddlelike. In fact, for smooth velocity increases with depth, similar to those found in the Gulf of Mexico, the v(z) AMO operator does not differ much from its homogeneous counterpart. In this case, the residual AMO operator, constructed by cascading a forward homogeneous AMO operator with an inverse v(z) one, is extremely small, which suggests that the impact of such v(z) variations on the AMO operator is generally small. Complex vertical velocity variations, on the other hand, result in more complicated AMO operators that include, among other things, triplications at moderate angles. Regardless of the complexity of the model, the v(z) operator has the same first‐order behavior as its homogeneous counterpart. As a result, for small dip angles the homogeneous AMO, as a tool for partial stacking, often enhances the image. Moderate to steep dips in complex v(z) media requires the application of an algorithm that honors such velocity variations.",10.1190/1.1707075
The Effect Of Dielectric Permittivity On The Fields Radiated From A Radio-Frequency Electric Dipole In A Homogeneous Whole Space,First presented at the SEG 84th Annual International Meeting.,10.1190/geo2015-0219.1
Joint Diagonalization Applied To The Detection And Discrimination Of Unexploded Ordnance,"Efforts to discriminate buried unexploded ordnance from harmless surrounding clutter are often hampered by the uncertainty in the number of buried targets that produce a given detected signal. We present a technique that helps determine that number with no need for data inversion. The procedure is based on the joint diagonalization of a set of multistatic response (MSR) matrices measured at different time gates by a time-domain electromagnetic induction sensor. In particular, we consider the Naval Research Laboratory's Time-Domain Electromagnetic Multisensor Towed Array Detection System (TEMTADS), which consists of a 5×5 square grid of concentric transmitter/receiver pairs. The diagonalization process itself generalizes one of the standard procedures for extracting the eigenvalues of a single matrix; in terms of execution time, it is comparable to diagonalizing the matrices one by one. We present the method, discuss and illustrate its mathematical basis and physical meaning, and apply it to several actual measurements carried out with TEMTADS at a test stand and in the field at the former Camp Butner in North Carolina. We find that each target in a measurement is associated with a set of nonzero time-dependent MSR eigenvalues (usually three), which enables estimation of the number of targets interrogated. These eigenvalues have a characteristic shape as a function of time that does not change with the location and orientation of the target relative to the sensor. We justify analytically and empirically that symmetric targets have pairs of eigenvalues with constant ratios between them.",10.1190/geo2011-0387.1
Geophysical Exploration For Gold—A Review,"It is almost impossible to get a direct geophysical response from gold because of the low grades in deposits, except when electromagnetic detectors are used for individual shallow nuggets. However, indirect geophysical indications may occur through association of gold with particular host rocks, marker beds, or structures which are, for example, of unusual magnetization, density, electric polarization, or conductivity/resistivity. Useful markers may be magnetic dolerites, banded iron formations, shales with magnetite, conductive and/or polarizable pyrites, or other sulfide (detectable by IP methods) and silicified zones more resistive than surrounding rocks. Mapping of faults and shear zones, with which gold may be associated, is also valuable (e.g., by magnetic, EM surveys, etc.). Magnetite depletion is characteristic of some deposits, resulting in zones of low anomalies; for example, ferromagnetic minerals in mafic volcanics are destroyed by carbonatization. Resistivity patterns may indicate altered rocks which contain mineralization, thus the use of VLF-EM methods in Canada and MMR in Australia. Geophysical methods have been important in the search for gold in the Witwatersrand Basin of South Africa (magnetic, gravity, and even seismic reflection methods), various areas of Canada, e.g., the Abitibi greenstone belt (magnetic, EM, and IP surveys), and to a smaller extent in Australia (e.g., Tennant Creek, NT and Water Tank Hill, WA). However, the value of geophysical methods should not be exaggerated since physical contrasts are often low.",10.1190/1.1442820
Elastic Waves In Finely Layered Sediments: The Equivalent Medium And Generalized O'Doherty‐Anstey Formulas,"We study the influence of elastic 1-D inhomogeneous random media (e.g., finely layered media with variable density and shear and compressional velocities) on the kinematics and dynamics of the transmitted obliquely incident P‐ and SV‐plane waves. Multiple scattering (resulting in localization and spatial dispersion of the elastic wavefield) is the main physical effect controlling the properties of the wavefield in such media. We analyze the wave propagation assuming the fluctuations of velocities and density to be small (of the order of 20% or smaller). We obtain explicit analytic solutions for the attenuation coefficient and phase velocity of the transmitted waves. These solutions are valid for all frequencies. They agree very well with results of numerical modeling. Our theory shows that fine elastic multilayering is characterized by a frequency‐dependent anisotropy. At typical acquisition frequencies this anisotropy differs significantly from the low‐frequency anisotropy described by the well‐known Backus averaging. The increase of the phase velocity with frequency is quantified. It can partly explain the difference between well‐log‐derived velocities and lower frequency seismic velocities [e.g., vertical seismic profiling (VSP) velocities] in terms of localization. The low‐ and high‐frequency asymptotical results for the phase velocity agree with those of Backus averaging and ray approximation, respectively. The theory describes the angle‐dependent attenuation caused by multiple scattering. The proposed formulas are simple enough to be used in many practical applications as, e.g., in an amplitude variation with offset (AVO) analysis. They can be implemented for taking into account the angle dependence of transmission effects, or they can be used in an inversion for statistical parameters of sediments.",10.1190/1.1444052
Reflections From Multiple Transition Layers Part Ii—Experimental Investigation,It has been shown that the velocity of longitudinal waves in a nylon rod is a linear function of the temperature for the range 20°C. to 100°C. Use is made of this property to study reflections from multiple transition layers.,10.1190/1.1438463
Impact Of Rock-Physics Depth Trends And Markov Random Fields On Hierarchical Bayesian Lithology/Fluid Prediction,"Early assessments of petroleum reservoirs are usually based on seismic data and observations in a small number of wells. Decision-making concerning the reservoir will be improved if these data can be integrated and converted into a lithology/fluid map of the reservoir. We analyze lithology/fluid prediction in a Bayesian setting, based on prestack seismic data and well observations. The likelihood model contains a convolved linearized Zoeppritz relation and rock-physics models with depth trends caused by compaction and cementation. Well observations are assumed to be exact. The likelihood model contains several global parameters such as depth trend, wavelets, and error parameters; the inference of these is an integral part of the study. The prior model is based on a profile Markov random field parameterized to capture different continuity directions for lithologies and fluids. The posterior model captures prediction and model-parameter uncertainty and is assessed by Markov-chain Monte Carlo simulation-based inference. The inversion model is evaluated on a synthetic and a real data case. It is concluded that geologically plausible lithology/fluid predictions can be made. Rock physics depth trends have influence when cementation is present and/or predictions at depth outside the well range are made. Inclusion of model-parameter uncertainty makes the prediction uncertainties more realistic.",10.1190/1.3463475
